350	0.381214987
351	0.383134324
352	0.384656597
353	0.385951983
354	0.387190651
355	0.388542763
356	0.38988665
357	0.39110886
358	0.392391904
359	0.393918302
360	0.39587054
361	0.398960793
362	0.403395427
363	0.408598284
364	0.413993201
365	0.419004006
366	0.424370972
367	0.430478203
368	0.436215309
369	0.440471862
370	0.442137473
371	0.441491614
372	0.439841094
373	0.437616482
374	0.435248345
375	0.43316725
376	0.431086154
377	0.428718017
378	0.426493405
379	0.424842885
380	0.424197026
381	0.425624826
382	0.429273656
383	0.434191661
384	0.439426985
385	0.444027773
386	0.447540361
387	0.450599311
388	0.453885131
389	0.45807832
390	0.463859369
391	0.476801098
392	0.499293807
393	0.527244228
394	0.556559111
395	0.58314518
396	0.609010203
397	0.636883009
398	0.663751969
399	0.686605465
400	0.702431841
401	0.712337495
402	0.720060274
403	0.726535692
404	0.732699301
405	0.73948664
406	0.7476513
407	0.756569585
408	0.765111109
409	0.772145469
410	0.776542288
411	0.778865667
412	0.780601246
413	0.782000951
414	0.783316683
415	0.78480036
416	0.786716234
417	0.78889636
418	0.790944369
419	0.792463849
420	0.793058432
421	0.790995934
422	0.785725104
423	0.778620972
424	0.771058525
425	0.764412793
426	0.757767146
427	0.75020492
428	0.743101025
429	0.737830416
430	0.735768003
431	0.741324076
432	0.755522935
433	0.774660544
434	0.795032866
435	0.812935864
436	0.828861466
437	0.845279021
438	0.861450659
439	0.876638466
440	0.890104573
441	0.901724629
442	0.912194853
443	0.922008174
444	0.931657522
445	0.941635827
446	0.953387685
447	0.966584465
448	0.979059289
449	0.988645282
450	0.993175568
451	0.994240536
452	0.994970792
453	0.995509787
454	0.996000968
455	0.996587784
456	0.997379418
457	0.998280243
458	0.999126473
459	0.99975432
460	1
461	0.999097817
462	0.996792313
463	0.993685058
464	0.990377619
465	0.987471565
466	0.984566394
467	0.98126106
468	0.978156317
469	0.975852918
470	0.974951618
471	0.975276135
472	0.976105456
473	0.977223237
474	0.978413133
475	0.979458799
476	0.980504465
477	0.981694361
478	0.982812141
479	0.983641463
480	0.98396598
481	0.981792755
482	0.976238957
483	0.968753404
484	0.960784912
485	0.953782297
486	0.946779683
487	0.938811191
488	0.931325637
489	0.92577184
490	0.923598615
491	0.923764099
492	0.924187078
493	0.924757342
494	0.925364683
495	0.92589889
496	0.92643398
497	0.927043425
498	0.927616202
499	0.928041286
500	0.928207653
501	0.927733406
502	0.926521441
503	0.924887923
504	0.923149017
505	0.921620888
506	0.920370964
507	0.919188461
508	0.917972244
509	0.916621185
510	0.915034122
511	0.913000925
512	0.910509744
513	0.907756841
514	0.904938512
515	0.902251044
516	0.89928537
517	0.895910637
518	0.892740434
519	0.890388348
520	0.889467966
521	0.890353377
522	0.892616168
523	0.89566618
524	0.898913252
525	0.901767222
526	0.904622076
527	0.907871253
528	0.910923777
529	0.913188673
530	0.914074967
531	0.91307147
532	0.910506977
533	0.907050487
534	0.903370998
535	0.900137507
536	0.89699214
537	0.893488898
538	0.890164593
539	0.887556038
540	0.886200048
541	0.885737412
542	0.885411953
543	0.885165026
